# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TX
# 
  260,20180916,  224
  260,20180917,  242
  260,20180918,  246
  260,20180919,  236
  260,20180920,  236
  260,20180921,  200
  260,20180922,  158
  260,20180923,  109
  260,20180924,  154
  260,20180925,  164
  260,20180926,  190
  260,20180927,  215
  260,20180928,  163
  260,20180929,  155
  260,20180930,  175
  260,20181001,  133
  260,20181002,  165
  260,20181003,  164
  260,20181004,  180
  260,20181005,  212
  260,20181006,  210
  260,20181007,  153
  260,20181008,  169
  260,20181009,  191
  260,20181010,  235
  260,20181011,  229
  260,20181012,  228
  260,20181013,  263
  260,20181014,  242
  260,20181015,  229
  260,20181016,  243
  260,20181017,  202
  260,20181018,  163
  260,20181019,  158
  260,20181020,  156
  260,20181021,  165
  260,20181022,  150
  260,20181023,  147
  260,20181024,  163
  260,20181025,  136
  260,20181026,  118
  260,20181027,  113
  260,20181028,   78
  260,20181029,   61
  260,20181030,   94
  260,20181031,  114
  260,20181101,  132
  260,20181102,  118
  260,20181103,  101
  260,20181104,  119
  260,20181105,  112
  260,20181106,  190
  260,20181107,  139
  260,20181108,  137
  260,20181109,  112
  260,20181110,  134
  260,20181111,  134
  260,20181112,  117
  260,20181113,  132
  260,20181114,  132
  260,20181115,  128
  260,20181116,   77
  260,20181117,   91
  260,20181118,   78
  260,20181119,   69
  260,20181120,   44
  260,20181121,   53
  260,20181122,   43
  260,20181123,   69
  260,20181124,   35
  260,20181125,   47
  260,20181126,   60
  260,20181127,   52
  260,20181128,   95
  260,20181129,  112
  260,20181130,  116
  260,20181201,   96
  260,20181202,  132
  260,20181203,  133
  260,20181204,   96
  260,20181205,   84
  260,20181206,  123
  260,20181207,  118
  260,20181208,  112
  260,20181209,  100
  260,20181210,   77
  260,20181211,   77
  260,20181212,   43
  260,20181213,   25
  260,20181214,   33
  260,20181215,    8
  260,20181216,   33
  260,20181217,   84
  260,20181218,   79
  260,20181219,   98
  260,20181220,   87
  260,20181221,  123
  260,20181222,  108
  260,20181223,   89
  260,20181224,   84
  260,20181225,   75
  260,20181226,   53
  260,20181227,   48
  260,20181228,   54
  260,20181229,  109
  260,20181230,   95
  260,20181231,  100
